Adobe After Effects 8.0 Keyframe Data

	Units Per Second	60
	Source Width	344
	Source Height	496
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Effects	CC Power Pin #1	Top Left #2
	Frame	X pixels	Y pixels	
	800	362.462	83.4251	
	801	362.51	83.2226	
	802	362.665	83.2068	
	803	362.935	83.3017	
	804	363.181	83.5916	
	805	363.438	83.7992	
	806	363.515	84.0279	
	807	363.608	84.2209	
	808	363.618	84.5515	
	809	363.603	84.7812	
	810	363.594	84.9768	
	811	363.603	85.0554	
	812	363.629	85.1236	
	813	363.556	85.1589	
	814	363.503	85.318	
	815	363.623	85.2814	
	816	363.605	85.2557	
	817	363.526	85.2327	
	818	363.347	85.134	
	819	363.23	85.1716	
	820	363.168	85.1641	
	821	362.875	85.1218	
	822	362.727	85.1205	
	823	362.621	85.0743	
	824	362.457	85.0709	
	825	362.263	85.0856	
	826	362.243	85.0176	
	827	362.291	84.8988	
	828	362.329	84.8951	
	829	362.322	84.7616	
	830	362.44	84.7889	
	831	362.35	84.7204	
	832	362.245	84.5942	
	833	362.157	84.6079	
	834	362.165	84.5272	
	835	362.182	84.5299	
	836	362.224	84.4162	
	837	362.245	84.511	
	838	362.273	84.574	
	839	362.327	84.6637	
	840	362.38	84.7736	
	841	362.211	84.771	
	842	362.165	84.7347	
	843	361.989	84.7846	
	844	361.844	84.7161	
	845	361.778	84.7546	
	846	361.666	84.6902	
	847	361.458	84.6252	
	848	361.29	84.6935	
	849	361.139	84.6636	
	850	361.131	84.7482	
	851	361.191	84.8439	
	852	361.387	84.993	
	853	362.058	85.2883	
	854	362.604	85.568	
	855	363.32	85.7653	
	856	364.118	86.035	
	857	364.735	86.1709	
	858	365.254	86.1617	
	859	365.683	86.3051	
	860	366.022	86.5216	
	861	366.383	86.6456	
	862	366.695	86.6661	
	863	367.02	86.6915	
	864	367.366	86.7175	
	865	367.619	86.5514	
	866	367.715	86.4236	
	867	367.741	86.2492	
	868	367.771	86.0987	
	869	367.636	85.8603	
	870	367.286	85.5865	
	871	367.013	85.3727	
	872	366.676	85.2432	
	873	366.339	85.0112	
	874	365.916	84.9122	
	875	365.599	84.6921	
	876	365.346	84.6758	
	877	365.122	84.5897	
	878	364.952	84.6765	
	879	364.965	84.7758	
	880	364.995	84.8048	
	881	365.102	84.961	
	882	365.101	84.9932	
	883	365.106	85.0501	
	884	364.977	85.1871	
	885	364.663	85.1458	
	886	364.412	85.1102	
	887	364.172	85.1264	
	888	363.797	85.045	
	889	363.647	84.9461	
	890	363.653	84.9605	
	891	363.596	84.8997	
	892	363.531	84.8318	
	893	363.6	84.7811	
	894	363.639	84.736	
	895	363.391	84.6722	
	896	363.12	84.6821	
	897	362.909	84.7298	
	898	362.386	84.6757	
	899	362.059	84.582	
	900	361.755	84.6238	
	901	361.516	84.6398	
	902	361.012	84.6864	
	903	360.671	84.5888	
	904	360.396	84.6739	
	905	360.034	84.6467	
	906	359.37	84.535	
	907	358.966	84.54	
	908	358.636	84.5369	
	909	358.152	84.4396	
	910	357.782	84.3944	
	911	357.735	84.4073	
	912	357.689	84.3525	
	913	357.606	84.3744	
	914	357.647	84.4058	
	915	357.535	84.3913	
	916	357.295	84.3128	
	917	357.151	84.4736	
	918	356.986	84.5609	
	919	356.673	84.663	
	920	356.358	84.6607	
	921	356.078	84.7106	
	922	355.835	84.7331	
	923	355.436	84.8832	
	924	355.193	84.9335	
	925	354.986	85.1022	
	926	354.643	85.1253	
	927	354.397	85.2026	
	928	354.198	85.2286	
	929	353.99	85.3065	
	930	353.868	85.2346	
	931	353.612	85.3574	
	932	353.493	85.5217	
	933	353.396	85.5554	
	934	353.264	85.6356	
	935	353.107	85.6516	
	936	353.056	85.6564	
	937	352.987	85.7915	
	938	352.916	85.6415	
	939	352.835	85.6555	
	940	352.81	85.7822	
	941	352.876	85.7951	
	942	352.913	85.811	
	943	353.001	85.8376	
	944	353.064	85.8713	
	945	353.135	85.8881	
	946	353.183	85.911	
	947	353.364	85.9369	
	948	353.364	85.9411	
	949	353.452	85.949	
	950	353.52	85.9609	
	951	353.636	85.8748	
	952	353.741	85.9573	
	953	353.885	85.9622	
	954	353.992	85.9877	
	955	354.061	85.9305	
	956	354.161	85.9506	
	957	354.314	85.8465	
	958	354.353	85.8705	
	959	354.449	85.8236	
	960	354.612	85.7606	
	961	354.846	85.883	
	962	354.888	85.8399	
	963	355.058	85.8433	
	964	355.068	85.8753	
	965	355.03	85.9746	
	966	355.096	85.9659	
	967	355.087	86.016	
	968	355.024	86.1199	
	969	354.959	86.1331	
	970	354.967	86.2679	
	971	355.037	86.358	
	972	355.094	86.4733	
	973	355.336	86.585	
	974	355.526	86.6851	
	975	355.74	86.7465	
	976	355.83	86.7991	
	977	355.789	86.7562	
	978	355.736	86.8077	
	979	355.71	86.7982	
	980	355.707	86.7981	
	981	355.856	86.8831	
	982	355.992	86.9386	
	983	356.234	86.9628	
	984	356.397	87.1424	
	985	356.518	87.1994	
	986	356.648	87.3657	
	987	356.709	87.471	
	988	356.661	87.4693	
	989	356.658	87.5673	
	990	356.662	87.6935	
	991	356.753	87.787	
	992	356.684	87.787	
	993	356.689	87.9221	
	994	356.703	87.9434	
	995	356.837	87.9668	
	996	356.779	87.9831	
	997	356.794	87.9813	
	998	356.805	87.9668	
	999	356.739	87.8648	
	1000	356.814	87.9797	
	1001	356.826	87.9882	
	1002	356.833	88.0031	
	1003	356.784	88.0235	
	1004	356.724	88.035	
	1005	356.619	88.0203	
	1006	356.552	87.963	
	1007	356.518	87.9428	
	1008	356.49	87.9069	
	1009	356.655	87.9389	
	1010	356.769	87.9842	
	1011	356.829	88.0043	
	1012	356.794	88.1464	
	1013	356.894	88.2649	
	1014	356.875	88.2679	
	1015	357.014	88.3225	
	1016	357.231	88.4088	
	1017	357.393	88.2762	
	1018	357.542	88.3783	
	1019	357.599	88.2664	
	1020	357.823	88.2656	
	1021	357.838	88.2044	
	1022	357.773	88.0084	
	1023	357.479	87.7143	
	1024	357.196	87.3967	
	1025	357.108	87.0929	
	1026	357.238	86.9602	
	1027	357.507	86.981	
	1028	357.91	87.2035	
	1029	358.303	87.4586	
	1030	358.552	87.7097	
	1031	358.637	87.8476	
	1032	358.636	88.1025	
	1033	358.668	88.1914	
	1034	358.707	88.2667	
	1035	358.964	88.2913	
	1036	359.337	88.4049	
	1037	359.668	88.3648	
	1038	360.034	88.4147	
	1039	360.204	88.5585	
	1040	360.334	88.7171	
	1041	360.35	88.7889	
	1042	360.263	88.8489	
	1043	360.311	88.8739	
	1044	360.28	89.0096	
	1045	360.311	89.1568	
